subject_id,window_index,original_label,stress_label,E4_HR_value_mean,E4_HR_value_median,E4_HR_value_std,E4_HR_value_variance,E4_HR_value_min,E4_HR_value_max,E4_HR_value_range,E4_HR_value_iqr,E4_HR_value_skewness,E4_HR_value_kurtosis,E4_HR_value_rms,E4_HR_value_energy,E4_HR_value_entropy,E4_HR_value_mav,E4_HR_value_auc,E4_HR_value_slope,E4_HR_value_zero_crossing_rate,E4_HR_value_cv
S2,140,1,0,78.26597664172952,78.24765375187243,0.0775870645719147,0.006019752588886461,78.1397165144317,78.42692968029486,0.2872131658631645,0.11083020779236108,0.37522238591598606,-0.7569785259590192,78.26601509874091,122511.38238872682,3.1841837197791887,78.26597664172952,1487.036209737227,0.013256004905704841,0.0,0.0009913255785087482
S2,141,1,0,78.51688769517324,78.44858104164678,0.21831069636257955,0.04765956014631441,78.25206525814248,78.92510974893746,0.6730444907949789,0.36145163180397333,0.5164599507134399,-1.1443603934858486,78.51719119337237,123298.98625793184,3.1219280948873624,78.51688769517324,1491.7491663999247,0.03690510889412629,0.0,0.002780429825620814
S2,142,1,0,78.92280567095489,78.94466405437811,0.2519202928956649,0.0634638339726376,78.47023240299869,79.24342491794725,0.7731925149485619,0.4467630932832094,-0.29308864089003706,-1.230321534281396,78.92320773263896,124577.45437618565,3.1414460711655217,78.92280567095489,1499.5992847586247,0.043264184958244585,0.0,0.0031919834926544743
S2,143,1,0,79.21575474601184,79.25083771553419,0.10092695527172231,0.010186250300420235,78.96421835981874,79.30221715688452,0.3379987970657794,0.10881009901028449,-1.2407096686010917,0.3495876318646247,79.21581904033184,125502.91972461199,2.5577174691301487,79.21575474601184,1505.1899174003815,0.015493117401568529,0.0,0.0012740767994362072
S2,144,1,0,79.30153425213243,79.29921608125886,0.02259654417209761,0.0005106038085215585,79.25825051312113,79.34749416768851,0.08924365456738315,0.02852372544383286,0.3642124826575914,-0.5031876020860273,79.30153747151401,125774.6769069188,2.846439344671016,79.30153425213243,1506.7278127022435,0.0030890017872949403,0.0,0.00028494460271416485
S2,145,1,0,79.33831512665422,79.34538340692248,0.0311390404392204,0.0009696398394754034,79.27947261924774,79.37057647371233,0.0911038544645919,0.0463386040360092,-0.687907690014904,-0.8675998828771072,79.33832123744571,125891.3843355226,2.8016094970590277,79.33831512665422,1507.4546776833292,0.00469318679235457,0.0,0.0003924842667696007
S2,146,1,0,79.30369076959698,79.3349855519271,0.07365019689231664,0.005424351502277007,79.13977395537106,79.37057647371233,0.23080251834127807,0.10739832703679042,-0.8781875533254795,-0.534173978766828,79.30372496945755,125781.61588062727,2.695461844238322,79.30369076959698,1506.8255003805039,-0.011735636437552571,0.0,0.0009287108352408769
S2,147,1,0,79.14789432550666,79.12870770735083,0.10764672989825239,0.011587818457787303,79.00869422835719,79.32669845769773,0.31800422934054495,0.2021997851630175,0.2484385084759227,-1.4161393897622345,79.14796752905299,125288.01527960053,3.1037016960573482,79.14789432550666,1503.7901901671057,-0.018462104396422038,0.0,0.0013600706729548651
S2,148,1,0,78.9978283948802,79.00509306672454,0.0679274434274579,0.004614137570590494,78.86026371726858,79.11764145933061,0.2573777420620331,0.0832535066871003,-0.2516913965506588,-0.5965692693757192,78.99785759907994,124813.23010489024,3.1841837197791887,78.9978283948802,1500.9676153093046,-0.011598977756492044,0.0,0.0008598646925826158
S2,149,1,0,78.81667646196351,78.84913201680052,0.15045970000944767,0.022638121326932985,78.51955636531034,79.0014919050919,0.4819355397815599,0.24327759850383757,-0.5303677531819654,-0.9883394215390848,78.81682007434175,124241.82253262319,3.1037016960573487,78.81667646196351,1497.5730051040691,-0.025535835317412825,0.0,0.001908983057437834
S2,150,1,0,78.48703133731712,78.49910215825594,0.2335891497546673,0.05456389088310839,78.07688460597865,78.83800031633247,0.7611157103538204,0.38866352976441476,-0.12964623963492874,-1.2082392789014798,78.48737893467894,123205.37304071768,3.2841837197791888,78.48703133731712,1491.2831842851872,-0.04045271512831212,0.0,0.002976149636119642
S2,151,1,0,78.0322349569182,78.04755880312386,0.28485980029245983,0.0811451058226601,77.57449338546058,78.47864795120155,0.9041545657409671,0.4990201426261933,-0.04797594512470127,-1.3326162429351445,78.0327549012433,121782.21674955019,3.246439344671015,78.0322349569182,1482.6181284700328,-0.049330905087568024,0.0,0.0036505400678287846
S2,152,1,0,77.57773964512704,77.55430693304265,0.23445064745876176,0.054967106093832596,77.27479152221954,78.01823300026908,0.7434414780495331,0.39279927742083487,0.2889462579324761,-1.138701002833379,77.57809391544245,120367.21311106418,3.1414460711655217,77.57773964512704,1473.9004717050677,-0.04027688979281778,0.0,0.003022138161426678
S2,153,1,0,77.33652451430555,77.29943799347419,0.07629797013981883,0.005821380247456686,77.27479152221954,77.53412048062474,0.25932895840519166,0.048378569414964545,1.488201892860708,0.7781276408312552,77.33656215097767,119618.87690664062,2.1814963295286756,77.33652451430555,1469.3238144433803,-0.00995083329657629,0.0,0.000986570971723786
S2,154,1,0,77.27509751840206,77.27515755893171,0.026332384555127413,0.0006933944763591127,77.22673253636364,77.30913821363548,0.08240567727183645,0.03877162266840628,-0.47925695489269743,-1.0779097058553497,77.27510200493444,119428.82779746043,2.8659573209491747,77.27509751840206,1468.2365572427975,-0.004408344368839376,0.0,0.00034076158297770764
S2,155,1,0,77.2057982833066,77.22240513133815,0.056951002568017994,0.003243416693502392,77.07154038643941,77.27108391302703,0.1995435265876182,0.08353804537161125,-0.7330350467817641,-0.35978087457369856,77.20581928831093,119214.7706395865,2.8709505944546687,77.2057982833066,1466.944653516399,-0.009514220587595228,0.0,0.0007376518841115578
S2,156,1,0,77.00473097444078,77.05509571091298,0.1830690808656037,0.03351428836897695,76.62877535244188,77.21807772631266,0.5893023738707797,0.2952081271687632,-0.6299864159960035,-0.9108712888713395,77.0049485860121,118595.24213468735,3.008694969562842,77.00473097444078,1463.1711929494381,-0.030712424864992715,0.0,0.0023773744619193272
S2,157,1,0,76.5982370777883,76.5999121326098,0.2863638395034411,0.08200424857515257,76.13439750557815,77.03865103538654,0.9042535298083862,0.4894555322255627,-0.03920645079894227,-1.3042785779247716,76.5987723640114,117347.43855347273,3.246439344671015,76.5982370777883,1455.3782172852839,-0.049621660646060876,0.0,0.0037385173657799482
S2,158,1,0,76.15933244656205,76.11693219187092,0.218179678737976,0.04760237221420641,75.85385695943972,76.57104891277773,0.717191953338002,0.3596898341169492,0.3754311159391107,-1.1125709418335419,76.15964496423399,116005.83042156344,3.208694969562842,76.15933244656205,1446.974195995132,-0.037435890497345095,0.0,0.002864779295315698
S2,159,1,0,75.82778197481952,75.84196153538653,0.17427784500868632,0.03037276726087169,75.48819659680979,76.09946687816368,0.6112702813538959,0.24887864177595986,-0.334070105652878,-0.8780450721970978,75.82798224922,114997.65783976046,3.2464393446710154,75.82778197481952,1440.7618077589034,-0.02993740918595765,0.0,0.0022983376339104785
S2,160,1,0,75.45010263391757,75.46370113192472,0.26612067501179854,0.07082021366873528,74.98892550886782,75.83006611133332,0.8411406024655008,0.45870170601256177,-0.14819063927895745,-1.2670412025085682,75.45057195066425,113855.77615364725,3.221928094887362,75.45010263391757,1433.5925568682505,-0.046024052362531376,0.0,0.0035271081909989026
S2,161,1,0,75.07768821252759,74.98912230651177,0.17234805082128266,0.029703850621895428,74.91990717057077,75.43920566703966,0.5192984964688918,0.28162391603486014,0.7877130838838633,-0.8451360163819182,75.07788603302659,112733.77942376256,2.6954618442383222,75.07768821252759,1426.3395018649542,-0.026570715216501783,0.0,0.002295596134145808
S2,162,1,0,75.08811930970244,75.00755644088953,0.18149701211757005,0.032941165407605374,74.91990717057077,75.47371823062413,0.5538110600533628,0.28868330840843726,0.7872302179107581,-0.7828605669021735,75.08833865943177,112765.17205267031,2.6954618442383222,75.08811930970244,1426.5499954153836,0.029223233624619507,0.0,0.0024171202286873378
S2,163,1,0,75.51406559380159,75.50250681049891,0.3146870997469228,0.09902797074712974,75.02579377762333,76.01626722712106,0.9904734494977276,0.5461772083566956,0.05613873348250209,-1.310360871552449,75.51472128317576,114049.46260951438,3.246439344671016,75.51406559380159,1434.7602813736598,0.05451925976147928,0.0,0.00416726469793931
S2,164,1,0,76.01199543825342,76.03734851334855,0.25991982643327366,0.0675583161731031,75.53129539037371,76.40350314426074,0.8722077538870252,0.40844195553538043,-0.2763546721052594,-1.075047883799075,76.01243982942025,115557.82017642465,3.246439344671016,76.01199543825342,1444.2725094977516,0.044832260506109535,0.0,0.003419458007051183
S2,165,1,0,76.43378907277022,76.42246515406167,0.23159294025851748,0.05363528997758525,76.05842979957602,76.8278491476548,0.7694193480787845,0.3804041284334403,0.09641625874000807,-1.1827068560848442,76.43413993308687,116843.55494621408,3.2841837197791888,76.43378907277022,1452.232641981789,0.040129536175730236,0.0,0.003029981151896383
S2,166,1,0,76.84150935056843,76.8499561065118,0.2384399954892112,0.05685363144889505,76.4414271638626,77.20533225223899,0.76390508837639,0.39615085971824726,-0.09889791966949539,-1.243906910264267,76.84187929055967,118093.48825809889,3.2841837197791888,76.84150935056843,1460.0068073033178,0.041313180778267206,0.0,0.003103010306596058
S2,167,1,0,77.20174993011071,77.21705921927415,0.17960308804142552,0.03225726923401605,76.8720630653688,77.48206030307826,0.6099972377094502,0.28869446362890017,-0.22563631556521763,-1.078608618845461,77.20195884522997,119202.84899081162,3.2464393446710154,77.20174993011071,1466.8579369179904,0.031025480437195482,0.0,0.0023264121370826026
S2,168,1,0,77.50388282341987,77.4990453426114,0.1737886063238294,0.030202479687978956,77.22878618630929,77.81842054136851,0.5896343550592178,0.26652936959403917,0.1472302703845763,-1.0906035546592594,77.5040776681207,120137.6411037217,3.284183719779189,77.50388282341987,1472.5540531045583,0.03007641122459505,0.0,0.002242321287564118
S2,169,1,0,77.86174652062377,77.83976938677773,0.2375050946055166,0.056408669963575395,77.51603038214452,78.26056193721959,0.7445315550750706,0.41680833107115234,0.1766406195338685,-1.30248484389232,77.8621087558758,121250.1595982366,3.208694969562842,77.86174652062377,1479.3466342527934,0.041044619317566616,0.0,0.003050343785219447
S2,170,1,0,78.22570926874371,78.27407825945448,0.1848982291069268,0.03418735512687759,77.86111823218694,78.45036710742625,0.5892488752393064,0.299115264147261,-0.5348445978423262,-0.9947123597047645,78.22592778582523,122385.91555906288,3.1037016960573482,78.22570926874371,1486.3584427050678,0.03135813467669825,0.0,0.0023636504013240787
S2,171,1,0,78.45435968628051,78.45766621187379,0.08690587060102402,0.007552630344921931,78.28759458168936,78.5924350408375,0.3048404591481386,0.12347351728044487,-0.2976965000808486,-0.9112221657050115,78.45440782017681,123101.8821282924,3.2464393446710154,78.45435968628051,1490.6471789143466,0.014943059342401423,0.0,0.0011077251914175196
S2,172,1,0,78.62771613553211,78.59990277794563,0.12130276869288391,0.014714361692559297,78.46496531632133,78.8777427396856,0.41277742336427536,0.18770552874040902,0.5758092555930395,-0.8496212269668555,78.62780970529136,123646.64918103018,3.1464393446710153,78.62771613553211,1493.8829686826386,0.020544591192686604,0.0,0.0015427482146854168
S2,173,1,0,78.92553517440254,78.90001468662703,0.22673515509467737,0.051408830555807396,78.60737051505376,79.3298096106221,0.7224390955683475,0.37394938516926857,0.25038374214697445,-1.2066028226317052,78.92586085305886,124585.83022792818,3.221928094887362,78.92553517440254,1499.5421134252128,0.03912271762384445,0.0,0.0028727731094082345
S2,174,1,0,79.39864680564172,79.35268245343764,0.3220987340005088,0.10374759444473051,78.92228663356846,79.98688182938368,1.0645951958152153,0.5348742846340997,0.265325753970487,-1.146109281914247,79.39930013647148,126084.97724322962,3.2464393446710154,79.39864680564172,1508.5183518813578,0.0555654864694451,0.0,0.004056728256200229
S2,175,1,0,80.03227088309525,80.02749567572403,0.4101722126345527,0.16824124401752472,79.37555529625315,80.70164063721374,1.3260853409605886,0.6688726976946526,0.02996195651002087,-1.2334156342576719,80.03332195997585,128106.65247898306,3.246439344671016,80.03227088309525,1520.6068196951717,0.07111677841686574,0.0,0.005125085270086857
S2,176,1,0,80.75294028233999,80.73125370671227,0.418042403231109,0.17475945089924114,80.06810952206438,81.40149583487366,1.3333863128092815,0.7357350227628672,-0.005003622497768134,-1.282367341986441,80.75402233755337,130424.24247388137,3.2841837197791888,80.75294028233999,1534.3240029683311,0.07240244582826401,0.0,0.005176807206889177
S2,177,1,0,81.41084780312846,81.43420902860797,0.3455855711127216,0.11942938696130594,80.7608667762108,81.92431188472972,1.1634451085189141,0.5187936168233875,-0.2947359940028201,-1.0209106922403812,81.41158129781725,132556.91138822216,3.246439344671016,81.41084780312846,1546.874366732099,0.05954217331700184,0.0,0.004244957280735276
S2,178,1,0,81.88868223475181,81.94552984333903,0.21147216515190012,0.04472047663403252,81.46692222234228,82.11614374554418,0.6492215232019021,0.37670060645778847,-0.5504301998954071,-1.0806930780691553,81.88895529081313,134116.01997241582,2.9393538721672012,81.88868223475181,1555.982111711093,0.035443835381224344,0.0,0.002582434585351721
S2,179,1,0,82.09952655964952,82.11593401423247,0.043564139527452646,0.0018978342527673623,81.96674780194834,82.13153086306491,0.16478306111656593,0.029596824759380524,-1.838580771722769,2.518870950339833,82.09953811778024,134806.683183057,2.019240704636849,82.09952655964952,1559.9492951505558,0.005927403763933301,0.0,0.0005306259530717399
S2,180,1,0,82.04939211028292,82.10881121896884,0.10445107680517916,0.010910027445761437,81.80914557872823,82.13153086306491,0.3223852843366757,0.13675888731010843,-1.077935253289915,-0.2710840723130099,82.0494585947671,134642.27311388805,2.319240704636849,82.04939211028292,1559.0201637600796,-0.016058316075720745,0.0,0.0012730268210249022
S2,181,1,0,81.77224955441935,81.7897390858828,0.23021716987207866,0.052999945303909515,81.3589456908493,82.10189815501691,0.7429524641676153,0.3797180973189427,-0.21027871570318948,-1.1769673910327754,81.77257362426316,133735.0759427108,3.221928094887362,81.77224955441935,1553.7145691654537,-0.03978529018576959,0.0,0.0028153459288027703
S2,182,1,0,81.35690168084757,81.3355881619135,0.24610764862099616,0.06056897470975572,80.99470297011551,81.77033259303737,0.7756296229218549,0.43133632030645686,0.15616922850255038,-1.310584020293323,81.3572739223839,132380.12040163614,3.246439344671015,81.35690168084757,1545.7555158353746,-0.04255504825733145,0.0,0.0030250371331303166
S2,183,1,0,81.00806894305204,80.98172180808717,0.15662399862723766,0.024531076945984942,80.7763544899285,81.31223063297772,0.5358761430492223,0.23452285094774084,0.3446974573902545,-0.9736694396619598,81.00822035422834,131246.6352991843,3.2464393446710154,81.00806894305204,1539.1170862995873,-0.02692911046458335,0.0,0.0019334370102976157
S2,184,1,0,80.74251133318394,80.76537685287735,0.157083341679296,0.024675176233134453,80.43977356340643,80.96874064605882,0.528967082652386,0.2510496224192025,-0.3392962062710766,-1.0291831862084926,80.74266413467895,130387.5562313114,3.246439344671016,80.74251133318394,1534.1459695589463,-0.027024460103995236,0.0,0.0019454849630709608
S2,185,1,0,80.40862205830443,80.41841475008698,0.22991100764307051,0.05285907143545203,80.02075857718394,80.7543992158262,0.7336406386422567,0.38697179557351546,-0.13788878367280802,-1.2554259626044975,80.40895074795266,129311.98720773355,3.2841837197791888,80.40862205830443,1527.7848622695833,-0.03980108566316595,0.0,0.002859283019131476
S2,186,1,0,80.01131059080338,80.00351789742365,0.2285822990417659,0.0522498674352193,79.64790885226819,80.39705593676753,0.7491470844993415,0.37561791247551923,0.08145911321871831,-1.190105555569896,80.01163710564506,128037.24144650873,3.2464393446710154,80.01131059080338,1520.2037294215495,-0.039615328875775305,0.0,0.002856874826245372
S2,187,1,0,79.61403391513835,79.62866423318349,0.2315979237071061,0.053637598265442545,79.23041651517444,79.98627721766334,0.7558607024889028,0.38490823090377546,-0.05680615745817978,-1.220581090119902,79.61437077462249,126768.96067678128,3.246439344671016,79.61403391513835,1512.672331436348,-0.04014498264573946,0.0,0.002909008780461613
S2,188,1,0,79.26718503632557,79.21392250216249,0.17182538418964058,0.02952396265191759,79.07986587288518,79.60941961409878,0.5295537412136042,0.28135809261141276,0.5914062329558545,-1.0026249726347942,79.26737126678121,125666.32295091462,3.008694969562842,79.26718503632557,1505.9985399840637,-0.0288698831582365,0.0,0.002167673597982552
S2,189,1,0,79.09394538680371,79.08079815102653,0.041783650116156104,0.0017458734170293518,79.01432718577563,79.19742848915054,0.1831013033749116,0.02805973863365807,0.7717248240949338,0.5383255855370357,79.09395642351005,125117.07885448214,2.5609640474436812,79.09394538680371,1502.7730298986112,-0.006463890833408925,0.0,0.0005282787438635906
S2,190,1,0,78.94640706991966,79.00092435007039,0.14638759004687374,0.02142932651973157,78.63638168777527,79.08170354420727,0.4453218564320025,0.23012066827844535,-0.794996818327058,-0.7431841854583623,78.94654279052362,124651.13237151955,2.595461844238322,78.94640706991966,1500.0690987824019,-0.023838706612898518,0.0,0.0018542653868620536
S2,191,1,0,78.61592088838923,78.61682449062674,0.24286908327089848,0.058985391608846624,78.20784923948877,78.98752151436514,0.7796722748763756,0.4036498048710371,-0.08107198505901943,-1.223725945141266,78.61629603664295,123610.44005042163,3.246439344671015,78.61592088838923,1493.7207323908576,-0.04208094982624204,0.0,0.0030893116880955826
S2,192,1,0,78.18988492197398,78.18815905589045,0.25166327391359244,0.06333440343690785,77.74750876570036,78.59726729347821,0.8497585277778512,0.4046847695661029,-0.029268153799415365,-1.129716072181698,78.19028992474048,122274.42877029946,3.246439344671015,78.18988492197398,1485.6253104098905,-0.0436102126677505,0.0,0.003218616757969759
S2,193,1,0,77.72808434539066,77.71918979782382,0.27867012120279194,0.07765703645117875,77.29416069155369,78.16846887229214,0.8743081807384527,0.48161488425216703,-0.016602001413005763,-1.3246409633810667,77.72858388675697,120834.65506081228,3.208694969562842,77.72808434539066,1476.83037212589,-0.04826769056327795,0.0,0.00358519219339692
S2,194,1,0,77.31249784696773,77.27792791104821,0.20029680414290696,0.04011880974986203,77.01006728536196,77.69087082994727,0.6808035445853164,0.3169527474773446,0.406470662431229,-1.036976021741059,77.31275730529303,119545.24884294282,3.2464393446710154,77.31249784696773,1468.8994878817,-0.034228062663937735,0.0,0.002590742890488084
S2,195,1,0,77.01559970842064,76.9916960686194,0.1435077291320566,0.02059446832063972,76.78205155266488,77.26169513054272,0.4796435778778374,0.23676647216902325,0.04657926758936641,-1.2610856204241359,77.01573341153095,118628.46385832006,3.121928094887362,77.01559970842064,1463.290120826809,-0.024754640349288193,0.0,0.0018633592372892464
S2,196,1,0,76.73786706179132,76.76559585189523,0.17156914061449294,0.02943597001119565,76.4449039587938,76.97332485187687,0.5284208930830658,0.3024230748547865,-0.25186923775904857,-1.3037217506718162,76.73805885714837,117774.59354326334,3.221928094887362,76.73786706179132,1458.048226830491,-0.02953940099405403,0.0,0.0022357819833113295
S2,197,1,0,76.51018889878542,76.45032906754003,0.10398659722377118,0.010813212402178815,76.41786484742572,76.74914015112557,0.33127530369985436,0.14002544076090828,1.022014328638379,-0.3491093116038675,76.51025956393185,117076.39637080452,2.419240704636849,76.51018889878542,1453.6202754764327,-0.01628205557462967,0.0,0.0013591209056003513
S2,198,1,0,76.41656112766107,76.41407694150371,0.01921582665801771,0.00036924799415098415,76.39371834434434,76.45096802551565,0.05724968117131368,0.031158029853898483,0.4881854769836198,-1.1474746812513288,76.41656354368176,116789.82367651106,2.6037016960573482,76.41656112766107,1451.9138110851798,-0.0030353968699377287,0.0,0.00025146154674398214
S2,199,1,0,76.39509590856076,76.39741341889425,0.010272182482451125,0.00010551773295277576,76.37274461397769,76.41028903558168,0.037544421603996625,0.010534592203399029,-0.7994361521481693,-0.3941896986854756,76.39509659916618,116724.21568791865,2.9464393446710155,76.39509590856076,1451.5104013464356,-0.0012691920755078467,0.0,0.00013446128132028477
S2,200,1,0,76.36147789884585,76.37025391084741,0.034301648063346804,0.0011766030598617037,76.29976546085148,76.40553186968398,0.10576640883250832,0.05361435891030908,-0.45672455635355264,-1.0779151938271085,76.36148560301184,116621.52966997967,3.065957320949175,76.36147789884585,1450.8804612894298,-0.005814278075698664,0.0,0.00044920094538748116
S2,201,1,0,76.31639285383349,76.30161989120717,0.02344518122590757,0.0005496765227156487,76.29816129156703,76.36776320771713,0.06960191615010558,0.03110783802783601,1.0701295710351695,-0.446608405902579,76.31639645513388,116483.84735794342,2.070950594454669,76.31639285383349,1449.991876565018,-0.003452761672687611,0.0,0.00030721029059656193
S2,202,1,0,76.30991539649708,76.3077958634749,0.010226125022502123,0.00010457363297584404,76.29816129156703,76.3237715513141,0.025610259747068653,0.019629790436212602,0.1195056826347102,-1.8072422655098825,76.3099160816874,116464.06584788347,2.1577174691301484,76.30991539649708,1449.8868662773464,0.0015741624233498897,0.0,0.0001340078149657016
S2,203,1,0,76.34857682620027,76.32546953023265,0.037242014712623416,0.001386967659855259,76.31139391136333,76.43167370694789,0.12027979558456536,0.05833727332039018,0.8958864188859715,-0.6754491086754322,76.34858590932687,116582.13140707731,2.6219280948873624,76.34857682620027,1450.60000271485,0.0058267337130035205,0.0,0.0004877892458611384
S2,204,1,0,76.46051669123706,76.443640924409,0.09359680991565315,0.00876036282638691,76.32716750915122,76.61922191249516,0.29205440334393984,0.15718056392991286,0.21153709569407003,-1.328449329305719,76.46057397805596,116924.38746107537,3.1841837197791887,76.46051669123706,1452.7371391139181,0.016123433444709644,0.0,0.0012241195059355392
S2,205,1,0,76.61326375643205,76.6266279749758,0.08003770521353686,0.006406034255849025,76.4556081418701,76.70040313095883,0.24479498908873154,0.1458457607563446,-0.4571125889440763,-1.1194751475578115,76.61330556402639,117391.97178893756,2.9393538721672012,76.61326375643205,1455.6877998038924,0.0135302407487147,0.0,0.0010446977623612505
