subject,window_index,label_original,stress_label
S2,297,1,0.0
S2,298,1,0.0
S2,299,1,0.0
S2,300,1,0.0
S2,301,1,0.0
S2,302,1,0.0
S2,303,1,0.0
S2,304,1,0.0
S2,305,1,0.0
S2,306,1,0.0
S2,307,1,0.0
S2,308,1,0.0
S2,309,1,0.0
S2,310,1,0.0
S2,311,1,0.0
S2,312,1,0.0
S2,313,1,0.0
S2,314,1,0.0
S2,315,1,0.0
S2,316,1,0.0
S2,317,1,0.0
S2,318,1,0.0
S2,319,1,0.0
S2,320,1,0.0
S2,321,1,0.0
S2,322,1,0.0
S2,323,1,0.0
S2,324,1,0.0
S2,325,1,0.0
S2,326,1,0.0
S2,327,1,0.0
S2,328,1,0.0
S2,329,1,0.0
S2,330,1,0.0
S2,331,1,0.0
S2,332,1,0.0
S2,333,1,0.0
S2,334,1,0.0
S2,335,1,0.0
S2,336,1,0.0
S2,337,1,0.0
S2,338,1,0.0
S2,339,1,0.0
S2,340,1,0.0
S2,341,1,0.0
S2,342,1,0.0
S2,343,1,0.0
S2,344,1,0.0
S2,345,1,0.0
S2,346,1,0.0
S2,347,1,0.0
S2,348,1,0.0
S2,349,1,0.0
S2,350,1,0.0
S2,351,1,0.0
S2,352,1,0.0
S2,353,1,0.0
S2,354,1,0.0
S2,355,1,0.0
S2,356,1,0.0
S2,357,1,0.0
S2,358,1,0.0
S2,359,1,0.0
S2,360,1,0.0
S2,361,1,0.0
S2,362,1,0.0
S2,363,1,0.0
S2,364,1,0.0
S2,365,1,0.0
S2,366,1,0.0
S2,367,1,0.0
S2,368,1,0.0
S2,369,1,0.0
S2,370,1,0.0
S2,371,1,0.0
S2,372,1,0.0
S2,373,1,0.0
S2,374,1,0.0
S2,375,1,0.0
S2,376,1,0.0
S2,377,1,0.0
S2,378,1,0.0
S2,379,1,0.0
S2,380,1,0.0
S2,381,1,0.0
S2,382,1,0.0
S2,383,1,0.0
S2,384,1,0.0
S2,385,1,0.0
S2,386,1,0.0
S2,387,1,0.0
S2,388,1,0.0
S2,389,1,0.0
S2,390,1,0.0
S2,391,1,0.0
S2,392,1,0.0
S2,393,1,0.0
S2,394,1,0.0
S2,395,1,0.0
S2,396,1,0.0
S2,397,1,0.0
S2,398,1,0.0
S2,399,1,0.0
S2,400,1,0.0
S2,401,1,0.0
S2,402,1,0.0
S2,403,1,0.0
S2,404,1,0.0
S2,405,1,0.0
S2,406,1,0.0
S2,407,1,0.0
S2,408,1,0.0
S2,409,1,0.0
S2,410,1,0.0
S2,411,1,0.0
S2,412,1,0.0
S2,413,1,0.0
S2,414,1,0.0
S2,415,1,0.0
S2,416,1,0.0
S2,417,1,0.0
S2,418,1,0.0
S2,419,1,0.0
S2,420,1,0.0
S2,421,1,0.0
S2,422,1,0.0
S2,423,1,0.0
S2,424,1,0.0
S2,425,1,0.0
S2,426,1,0.0
S2,427,1,0.0
S2,428,1,0.0
S2,429,1,0.0
S2,430,1,0.0
S2,431,1,0.0
S2,432,1,0.0
S2,433,1,0.0
S2,434,1,0.0
S2,435,1,0.0
S2,436,1,0.0
S2,437,1,0.0
S2,438,1,0.0
S2,439,1,0.0
S2,440,1,0.0
S2,441,1,0.0
S2,442,1,0.0
S2,443,1,0.0
S2,444,1,0.0
S2,445,1,0.0
S2,446,1,0.0
S2,447,1,0.0
S2,448,1,0.0
S2,449,1,0.0
S2,450,1,0.0
S2,451,1,0.0
S2,452,1,0.0
S2,453,1,0.0
S2,454,1,0.0
S2,455,1,0.0
S2,456,1,0.0
S2,457,1,0.0
S2,458,1,0.0
S2,459,1,0.0
S2,460,1,0.0
S2,461,1,0.0
S2,462,1,0.0
S2,463,1,0.0
S2,464,1,0.0
S2,465,1,0.0
S2,466,1,0.0
S2,467,1,0.0
S2,468,1,0.0
S2,469,1,0.0
S2,470,1,0.0
S2,471,1,0.0
S2,472,1,0.0
S2,473,1,0.0
S2,474,1,0.0
S2,475,1,0.0
S2,476,1,0.0
S2,477,1,0.0
S2,478,1,0.0
S2,479,1,0.0
S2,480,1,0.0
S2,481,1,0.0
S2,482,1,0.0
S2,483,1,0.0
S2,484,1,0.0
S2,485,1,0.0
S2,486,1,0.0
S2,487,1,0.0
S2,488,1,0.0
S2,489,1,0.0
S2,490,1,0.0
S2,491,1,0.0
S2,492,1,0.0
S2,493,1,0.0
S2,494,1,0.0
S2,495,1,0.0
S2,496,1,0.0
S2,497,1,0.0
S2,498,1,0.0
S2,499,1,0.0
S2,500,1,0.0
S2,501,1,0.0
S2,502,1,0.0
S2,503,1,0.0
S2,504,1,0.0
S2,505,1,0.0
S2,506,1,0.0
S2,507,1,0.0
S2,508,1,0.0
S2,509,1,0.0
S2,510,1,0.0
S2,511,1,0.0
S2,512,1,0.0
S2,513,1,0.0
S2,514,1,0.0
S2,515,1,0.0
S2,516,1,0.0
S2,517,1,0.0
S2,518,1,0.0
S2,519,1,0.0
S2,520,1,0.0
S2,521,1,0.0
S2,522,1,0.0
S2,523,1,0.0
S2,524,1,0.0
S2,525,1,0.0
S2,526,1,0.0
S2,527,1,0.0
S2,528,1,0.0
S2,529,1,0.0
S2,530,1,0.0
S2,531,1,0.0
S2,532,1,0.0
S2,533,1,0.0
S2,534,1,0.0
S2,535,1,0.0
S2,536,1,0.0
S2,537,1,0.0
S2,538,1,0.0
S2,539,1,0.0
S2,540,1,0.0
S2,541,1,0.0
S2,542,1,0.0
S2,543,1,0.0
S2,544,1,0.0
S2,545,1,0.0
S2,546,1,0.0
S2,547,1,0.0
S2,548,1,0.0
S2,549,1,0.0
S2,550,1,0.0
S2,551,1,0.0
S2,552,1,0.0
S2,553,1,0.0
S2,554,1,0.0
S2,555,1,0.0
S2,556,1,0.0
S2,557,1,0.0
S2,558,1,0.0
S2,559,1,0.0
S2,560,1,0.0
S2,561,1,0.0
S2,562,1,0.0
S2,563,1,0.0
S2,564,1,0.0
S2,565,1,0.0
S2,566,1,0.0
S2,567,1,0.0
S2,568,1,0.0
S2,569,1,0.0
S2,570,1,0.0
S2,571,1,0.0
S2,572,1,0.0
S2,573,1,0.0
S2,574,1,0.0
S2,575,1,0.0
S2,576,1,0.0
S2,577,1,0.0
S2,578,1,0.0
S2,579,1,0.0
S2,580,0,
S2,581,0,
S2,582,0,
S2,583,0,
S2,584,0,
S2,585,0,
S2,586,0,
S2,587,0,
S2,588,0,
S2,589,0,
S2,590,0,
S2,591,0,
S2,592,0,
S2,593,0,
S2,594,0,
S2,595,0,
S2,596,0,
S2,597,0,
S2,598,0,
S2,599,0,
S2,600,0,
S2,601,0,
S2,602,0,
S2,603,0,
S2,604,0,
S2,605,0,
S2,606,0,
S2,607,0,
S2,608,0,
S2,609,0,
S2,610,0,
S2,611,0,
S2,612,0,
S2,613,0,
S2,614,0,
S2,615,0,
S2,616,0,
S2,617,0,
S2,618,0,
S2,619,0,
S2,620,0,
S2,621,0,
S2,622,0,
S2,623,0,
S2,624,0,
S2,625,0,
S2,626,0,
S2,627,0,
S2,628,0,
S2,629,0,
S2,630,0,
S2,631,0,
S2,632,0,
S2,633,0,
S2,634,0,
S2,635,0,
S2,636,0,
S2,637,0,
S2,638,0,
S2,639,0,
S2,640,0,
S2,641,0,
S2,642,0,
S2,643,0,
S2,644,0,
S2,645,0,
S2,646,0,
S2,647,0,
S2,648,0,
S2,649,0,
S2,650,0,
S2,651,0,
S2,652,0,
S2,653,0,
S2,654,0,
S2,655,0,
S2,656,0,
S2,657,0,
S2,658,0,
S2,659,0,
S2,660,0,
S2,661,0,
S2,662,0,
S2,663,0,
S2,664,0,
S2,665,0,
S2,666,0,
S2,667,0,
S2,668,0,
S2,669,0,
S2,670,0,
S2,671,0,
S2,672,0,
S2,673,0,
S2,674,0,
S2,675,0,
S2,676,0,
S2,677,0,
S2,678,0,
S2,679,0,
S2,680,0,
S2,681,0,
S2,682,0,
S2,683,0,
S2,684,0,
S2,685,0,
S2,686,0,
S2,687,0,
S2,688,0,
S2,689,0,
S2,690,0,
S2,691,0,
S2,692,0,
S2,693,0,
S2,694,0,
S2,695,0,
S2,696,0,
S2,697,0,
S2,698,0,
S2,699,0,
S2,700,0,
S2,701,0,
S2,702,0,
S2,703,0,
S2,704,0,
S2,705,0,
S2,706,0,
S2,707,0,
S2,708,0,
S2,709,0,
S2,710,0,
S2,711,0,
S2,712,0,
S2,713,0,
S2,714,0,
S2,715,0,
S2,716,0,
S2,717,0,
S2,718,0,
S2,719,0,
S2,720,0,
S2,721,0,
S2,722,0,
S2,723,0,
S2,724,0,
S2,725,0,
S2,726,0,
S2,727,0,
S2,728,0,
S2,729,0,
S2,730,0,
S2,731,0,
S2,732,0,
S2,733,0,
S2,734,0,
S2,735,0,
S2,736,0,
S2,737,0,
S2,738,0,
S2,739,0,
S2,740,0,
S2,741,0,
S2,742,0,
S2,743,0,
S2,744,0,
S2,745,0,
S2,746,0,
S2,747,0,
S2,748,0,
S2,749,0,
S2,750,0,
S2,751,0,
S2,752,0,
S2,753,0,
S2,754,0,
S2,755,0,
S2,756,0,
S2,757,0,
S2,758,0,
S2,759,0,
S2,760,0,
S2,761,0,
S2,762,0,
S2,763,0,
S2,764,0,
S2,765,0,
S2,766,0,
S2,767,0,
S2,768,0,
S2,769,0,
S2,770,0,
S2,771,0,
S2,772,0,
S2,773,0,
S2,774,0,
S2,775,0,
S2,776,0,
S2,777,0,
S2,778,0,
S2,779,0,
S2,780,0,
S2,781,0,
S2,782,0,
S2,783,0,
S2,784,0,
S2,785,0,
S2,786,0,
S2,787,0,
S2,788,0,
S2,789,0,
S2,790,0,
S2,791,0,
S2,792,0,
S2,793,0,
S2,794,0,
S2,795,0,
S2,796,0,
S2,797,0,
S2,798,0,
S2,799,0,
S2,800,0,
S2,801,0,
S2,802,0,
S2,803,0,
S2,804,0,
S2,805,0,
S2,806,0,
S2,807,0,
S2,808,0,
S2,809,0,
S2,810,0,
S2,811,0,
S2,812,0,
S2,813,0,
S2,814,0,
S2,815,0,
S2,816,0,
S2,817,0,
S2,818,0,
S2,819,0,
S2,820,0,
S2,821,0,
S2,822,0,
S2,823,0,
S2,824,0,
S2,825,0,
S2,826,0,
S2,827,0,
S2,828,0,
S2,829,0,
S2,830,0,
S2,831,0,
S2,832,0,
S2,833,0,
S2,834,0,
S2,835,0,
S2,836,0,
S2,837,0,
S2,838,0,
S2,839,0,
S2,840,0,
S2,841,0,
S2,842,0,
S2,843,0,
S2,844,0,
S2,845,0,
S2,846,0,
S2,847,0,
S2,848,0,
S2,849,0,
S2,850,0,
S2,851,0,
S2,852,0,
S2,853,0,
S2,854,0,
S2,855,0,
S2,856,0,
S2,857,0,
S2,858,0,
S2,859,0,
S2,860,0,
S2,861,0,
S2,862,0,
S2,863,0,
S2,864,0,
S2,865,0,
S2,866,0,
S2,867,0,
S2,868,0,
S2,869,0,
S2,870,0,
S2,871,0,
S2,872,0,
S2,873,0,
S2,874,0,
S2,875,0,
S2,876,0,
S2,877,0,
S2,878,0,
S2,879,0,
S2,880,0,
S2,881,0,
S2,882,0,
S2,883,0,
S2,884,0,
S2,885,0,
S2,886,0,
S2,887,0,
S2,888,0,
S2,889,0,
S2,890,0,
S2,891,0,
S2,892,0,
S2,893,0,
S2,894,0,
S2,895,0,
S2,896,0,
S2,897,0,
S2,898,0,
S2,899,0,
S2,900,0,
S2,901,0,
S2,902,0,
S2,903,0,
S2,904,0,
S2,905,0,
S2,906,0,
S2,907,0,
S2,908,0,
S2,909,2,1.0
S2,910,2,1.0
S2,911,2,1.0
S2,912,2,1.0
S2,913,2,1.0
S2,914,2,1.0
S2,915,2,1.0
S2,916,2,1.0
S2,917,2,1.0
S2,918,2,1.0
S2,919,2,1.0
S2,920,2,1.0
S2,921,2,1.0
S2,922,2,1.0
S2,923,2,1.0
S2,924,2,1.0
S2,925,2,1.0
S2,926,2,1.0
S2,927,2,1.0
S2,928,2,1.0
S2,929,2,1.0
S2,930,2,1.0
S2,931,2,1.0
S2,932,2,1.0
S2,933,2,1.0
S2,934,2,1.0
S2,935,2,1.0
S2,936,2,1.0
S2,937,2,1.0
S2,938,2,1.0
S2,939,2,1.0
S2,940,2,1.0
S2,941,2,1.0
S2,942,2,1.0
S2,943,2,1.0
S2,944,2,1.0
S2,945,2,1.0
S2,946,2,1.0
S2,947,2,1.0
S2,948,2,1.0
S2,949,2,1.0
S2,950,2,1.0
S2,951,2,1.0
S2,952,2,1.0
S2,953,2,1.0
S2,954,2,1.0
S2,955,2,1.0
S2,956,2,1.0
S2,957,2,1.0
S2,958,2,1.0
S2,959,2,1.0
S2,960,2,1.0
S2,961,2,1.0
S2,962,2,1.0
S2,963,2,1.0
S2,964,2,1.0
S2,965,2,1.0
S2,966,2,1.0
S2,967,2,1.0
S2,968,2,1.0
S2,969,2,1.0
S2,970,2,1.0
S2,971,2,1.0
S2,972,2,1.0
S2,973,2,1.0
S2,974,2,1.0
S2,975,2,1.0
S2,976,2,1.0
S2,977,2,1.0
S2,978,2,1.0
S2,979,2,1.0
S2,980,2,1.0
S2,981,2,1.0
S2,982,2,1.0
S2,983,2,1.0
S2,984,2,1.0
S2,985,2,1.0
S2,986,2,1.0
S2,987,2,1.0
S2,988,2,1.0
S2,989,2,1.0
S2,990,2,1.0
S2,991,2,1.0
S2,992,2,1.0
S2,993,2,1.0
S2,994,2,1.0
S2,995,2,1.0
S2,996,2,1.0
S2,997,2,1.0
S2,998,2,1.0
S2,999,2,1.0
S2,1000,2,1.0
S2,1001,2,1.0
S2,1002,2,1.0
S2,1003,2,1.0
S2,1004,2,1.0
S2,1005,2,1.0
S2,1006,2,1.0
S2,1007,2,1.0
S2,1008,2,1.0
S2,1009,2,1.0
S2,1010,2,1.0
S2,1011,2,1.0
S2,1012,2,1.0
S2,1013,2,1.0
S2,1014,2,1.0
S2,1015,2,1.0
S2,1016,2,1.0
S2,1017,2,1.0
S2,1018,2,1.0
S2,1019,2,1.0
S2,1020,2,1.0
S2,1021,2,1.0
S2,1022,2,1.0
S2,1023,2,1.0
S2,1024,2,1.0
S2,1025,2,1.0
S2,1026,2,1.0
S2,1027,2,1.0
S2,1028,2,1.0
S2,1029,2,1.0
S2,1030,2,1.0
S2,1031,2,1.0
S2,1032,2,1.0
S2,1033,2,1.0
S2,1034,2,1.0
S2,1035,2,1.0
S2,1036,2,1.0
S2,1037,2,1.0
S2,1038,2,1.0
S2,1039,2,1.0
S2,1040,2,1.0
S2,1041,2,1.0
S2,1042,2,1.0
S2,1043,2,1.0
S2,1044,2,1.0
S2,1045,2,1.0
S2,1046,2,1.0
S2,1047,2,1.0
S2,1048,2,1.0
S2,1049,2,1.0
S2,1050,2,1.0
S2,1051,2,1.0
S2,1052,2,1.0
S2,1053,2,1.0
S2,1054,2,1.0
S2,1055,2,1.0
S2,1056,2,1.0
S2,1057,2,1.0
S2,1058,2,1.0
S2,1059,2,1.0
S2,1060,2,1.0
S2,1061,2,1.0
S2,1062,2,1.0
S2,1063,2,1.0
S2,1064,2,1.0
S2,1065,2,1.0
S2,1066,2,1.0
S2,1067,2,1.0
S2,1068,2,1.0
S2,1069,2,1.0
S2,1070,2,1.0
S2,1071,2,1.0
S2,1072,2,1.0
S2,1073,2,1.0
S2,1074,2,1.0
S2,1075,2,1.0
S2,1076,2,1.0
S2,1077,2,1.0
S2,1078,2,1.0
S2,1079,2,1.0
S2,1080,2,1.0
S2,1081,2,1.0
S2,1082,2,1.0
S2,1083,2,1.0
S2,1084,2,1.0
S2,1085,2,1.0
S2,1086,2,1.0
S2,1087,2,1.0
S2,1088,2,1.0
S2,1089,2,1.0
S2,1090,2,1.0
S2,1091,2,1.0
S2,1092,2,1.0
S2,1093,2,1.0
S2,1094,2,1.0
S2,1095,2,1.0
S2,1096,2,1.0
S2,1097,2,1.0
S2,1098,2,1.0
S2,1099,2,1.0
S2,1100,2,1.0
S2,1101,2,1.0
S2,1102,2,1.0
S2,1103,2,1.0
S2,1104,2,1.0
S2,1105,2,1.0
S2,1106,2,1.0
S2,1107,2,1.0
S2,1108,2,1.0
S2,1109,2,1.0
S2,1110,2,1.0
S2,1111,2,1.0
S2,1112,2,1.0
S2,1113,2,1.0
S2,1114,2,1.0
S2,1115,2,1.0
S2,1116,2,1.0
S2,1117,2,1.0
S2,1118,2,1.0
S2,1119,2,1.0
S2,1120,2,1.0
S2,1121,2,1.0
S2,1122,2,1.0
S2,1123,2,1.0
S2,1124,2,1.0
S2,1125,2,1.0
S2,1126,2,1.0
S2,1127,2,1.0
S2,1128,2,1.0
S2,1129,2,1.0
S2,1130,2,1.0
S2,1131,2,1.0
S2,1132,2,1.0
S2,1133,2,1.0
S2,1134,2,1.0
S2,1135,2,1.0
S2,1136,2,1.0
S2,1137,2,1.0
S2,1138,2,1.0
S2,1139,2,1.0
S2,1140,2,1.0
S2,1141,2,1.0
S2,1142,2,1.0
S2,1143,2,1.0
S2,1144,2,1.0
S2,1145,2,1.0
S2,1146,2,1.0
S2,1147,2,1.0
S2,1148,2,1.0
S2,1149,2,1.0
S2,1150,2,1.0
S2,1151,2,1.0
S2,1152,2,1.0
S2,1153,2,1.0
S2,1154,2,1.0
S2,1155,0,
S2,1156,0,
S2,1157,0,
S2,1158,0,
S2,1159,0,
S2,1160,0,
S2,1161,0,
S2,1162,0,
S2,1163,0,
S2,1164,0,
S2,1165,0,
S2,1166,0,
S2,1167,0,
S2,1168,0,
S2,1169,0,
S2,1170,0,
S2,1171,0,
S2,1172,0,
S2,1173,0,
S2,1174,0,
S2,1175,0,
S2,1176,0,
S2,1177,0,
S2,1178,0,
S2,1179,0,
S2,1180,0,
S2,1181,0,
S2,1182,0,
S2,1183,0,
S2,1184,0,
S2,1185,0,
S2,1186,0,
S2,1187,0,
S2,1188,0,
S2,1189,0,
S2,1190,0,
S2,1191,0,
S2,1192,0,
S2,1193,0,
S2,1194,0,
S2,1195,0,
S2,1196,0,
S2,1197,0,
S2,1198,0,
S2,1199,0,
S2,1200,0,
S2,1201,0,
S2,1202,0,
S2,1203,0,
S2,1204,0,
S2,1205,0,
S2,1206,0,
S2,1207,0,
S2,1208,0,
S2,1209,0,
S2,1210,0,
S2,1211,0,
S2,1212,0,
S2,1213,0,
S2,1214,0,
S2,1215,0,
S2,1216,0,
S2,1217,0,
S2,1218,0,
S2,1219,0,
S2,1220,0,
S2,1221,0,
S2,1222,0,
S2,1223,0,
S2,1224,0,
S2,1225,0,
S2,1226,0,
S2,1227,0,
S2,1228,0,
S2,1229,0,
S2,1230,0,
S2,1231,0,
S2,1232,0,
S2,1233,0,
S2,1234,0,
S2,1235,0,
S2,1236,0,
S2,1237,0,
S2,1238,0,
S2,1239,0,
S2,1240,0,
S2,1241,0,
S2,1242,0,
S2,1243,0,
S2,1244,0,
S2,1245,0,
S2,1246,0,
S2,1247,0,
S2,1248,0,
S2,1249,0,
S2,1250,0,
S2,1251,0,
S2,1252,0,
S2,1253,0,
S2,1254,0,
S2,1255,0,
S2,1256,0,
S2,1257,0,
S2,1258,0,
S2,1259,0,
S2,1260,0,
S2,1261,0,
S2,1262,0,
S2,1263,0,
S2,1264,6,
S2,1265,6,
S2,1266,6,
S2,1267,6,
S2,1268,6,
S2,1269,6,
S2,1270,6,
S2,1271,6,
S2,1272,6,
S2,1273,6,
S2,1274,6,
S2,1275,6,
S2,1276,6,
S2,1277,6,
S2,1278,6,
S2,1279,6,
S2,1280,6,
S2,1281,6,
S2,1282,6,
S2,1283,6,
S2,1284,6,
S2,1285,6,
S2,1286,6,
S2,1287,6,
S2,1288,6,
S2,1289,6,
S2,1290,0,
S2,1291,0,
S2,1292,0,
S2,1293,0,
S2,1294,0,
S2,1295,0,
S2,1296,0,
S2,1297,0,
S2,1298,0,
S2,1299,0,
S2,1300,0,
S2,1301,0,
S2,1302,0,
S2,1303,0,
S2,1304,0,
S2,1305,0,
S2,1306,0,
S2,1307,0,
S2,1308,0,
S2,1309,0,
S2,1310,0,
S2,1311,0,
S2,1312,0,
S2,1313,0,
S2,1314,0,
S2,1315,0,
S2,1316,0,
S2,1317,0,
S2,1318,0,
S2,1319,0,
S2,1320,0,
S2,1321,0,
S2,1322,0,
S2,1323,0,
S2,1324,0,
S2,1325,0,
S2,1326,0,
S2,1327,0,
S2,1328,0,
S2,1329,0,
S2,1330,0,
S2,1331,0,
S2,1332,0,
S2,1333,0,
S2,1334,0,
S2,1335,0,
S2,1336,0,
S2,1337,0,
S2,1338,0,
S2,1339,0,
S2,1340,0,
S2,1341,0,
S2,1342,0,
S2,1343,0,
S2,1344,0,
S2,1345,0,
S2,1346,0,
S2,1347,0,
S2,1348,0,
S2,1349,0,
S2,1350,0,
S2,1351,0,
S2,1352,0,
S2,1353,0,
S2,1354,0,
S2,1355,0,
S2,1356,0,
S2,1357,0,
S2,1358,0,
S2,1359,0,
S2,1360,0,
S2,1361,0,
S2,1362,0,
S2,1363,0,
S2,1364,0,
S2,1365,0,
S2,1366,0,
S2,1367,0,
S2,1368,0,
S2,1369,0,
S2,1370,0,
S2,1371,0,
S2,1372,0,
S2,1373,0,
S2,1374,0,
S2,1375,0,
S2,1376,0,
S2,1377,0,
S2,1378,0,
S2,1379,0,
S2,1380,0,
S2,1381,0,
S2,1382,0,
S2,1383,0,
S2,1384,0,
S2,1385,0,
S2,1386,0,
S2,1387,0,
S2,1388,0,
S2,1389,0,
S2,1390,0,
S2,1391,0,
S2,1392,0,
S2,1393,0,
S2,1394,0,
S2,1395,0,
S2,1396,0,
S2,1397,0,
S2,1398,0,
S2,1399,0,
S2,1400,0,
S2,1401,0,
S2,1402,0,
S2,1403,0,
S2,1404,0,
S2,1405,0,
S2,1406,0,
S2,1407,0,
S2,1408,0,
S2,1409,0,
S2,1410,0,
S2,1411,0,
S2,1412,0,
S2,1413,0,
S2,1414,0,
S2,1415,0,
S2,1416,0,
S2,1417,0,
S2,1418,0,
S2,1419,0,
S2,1420,0,
S2,1421,0,
S2,1422,0,
S2,1423,0,
S2,1424,0,
S2,1425,0,
S2,1426,0,
S2,1427,0,
