subject,window_index,label_original,stress_label
S4,151,1,0.0
S4,152,1,0.0
S4,153,1,0.0
S4,154,1,0.0
S4,155,1,0.0
S4,156,1,0.0
S4,157,1,0.0
S4,158,1,0.0
S4,159,1,0.0
S4,160,1,0.0
S4,161,1,0.0
S4,162,1,0.0
S4,163,1,0.0
S4,164,1,0.0
S4,165,1,0.0
S4,166,1,0.0
S4,167,1,0.0
S4,168,1,0.0
S4,169,1,0.0
S4,170,1,0.0
S4,171,1,0.0
S4,172,1,0.0
S4,173,1,0.0
S4,174,1,0.0
S4,175,1,0.0
S4,176,1,0.0
S4,177,1,0.0
S4,178,1,0.0
S4,179,1,0.0
S4,180,1,0.0
S4,181,1,0.0
S4,182,1,0.0
S4,183,1,0.0
S4,184,1,0.0
S4,185,1,0.0
S4,186,1,0.0
S4,187,1,0.0
S4,188,1,0.0
S4,189,1,0.0
S4,190,1,0.0
S4,191,1,0.0
S4,192,1,0.0
S4,193,1,0.0
S4,194,1,0.0
S4,195,1,0.0
S4,196,1,0.0
S4,197,1,0.0
S4,198,1,0.0
S4,199,1,0.0
S4,200,1,0.0
S4,201,1,0.0
S4,202,1,0.0
S4,203,1,0.0
S4,204,1,0.0
S4,205,1,0.0
S4,206,1,0.0
S4,207,1,0.0
S4,208,1,0.0
S4,209,1,0.0
S4,210,1,0.0
S4,211,1,0.0
S4,212,1,0.0
S4,213,1,0.0
S4,214,1,0.0
S4,215,1,0.0
S4,216,1,0.0
S4,217,1,0.0
S4,218,1,0.0
S4,219,1,0.0
S4,220,1,0.0
S4,221,1,0.0
S4,222,1,0.0
S4,223,1,0.0
S4,224,1,0.0
S4,225,1,0.0
S4,226,1,0.0
S4,227,1,0.0
S4,228,1,0.0
S4,229,1,0.0
S4,230,1,0.0
S4,231,1,0.0
S4,232,1,0.0
S4,233,1,0.0
S4,234,1,0.0
S4,235,1,0.0
S4,236,1,0.0
S4,237,1,0.0
S4,238,1,0.0
S4,239,1,0.0
S4,240,1,0.0
S4,241,1,0.0
S4,242,1,0.0
S4,243,1,0.0
S4,244,1,0.0
S4,245,1,0.0
S4,246,1,0.0
S4,247,1,0.0
S4,248,1,0.0
S4,249,1,0.0
S4,250,1,0.0
S4,251,1,0.0
S4,252,1,0.0
S4,253,1,0.0
S4,254,1,0.0
S4,255,1,0.0
S4,256,1,0.0
S4,257,1,0.0
S4,258,1,0.0
S4,259,1,0.0
S4,260,1,0.0
S4,261,1,0.0
S4,262,1,0.0
S4,263,1,0.0
S4,264,1,0.0
S4,265,1,0.0
S4,266,1,0.0
S4,267,1,0.0
S4,268,1,0.0
S4,269,1,0.0
S4,270,1,0.0
S4,271,1,0.0
S4,272,1,0.0
S4,273,1,0.0
S4,274,1,0.0
S4,275,1,0.0
S4,276,1,0.0
S4,277,1,0.0
S4,278,1,0.0
S4,279,1,0.0
S4,280,1,0.0
S4,281,1,0.0
S4,282,1,0.0
S4,283,1,0.0
S4,284,1,0.0
S4,285,1,0.0
S4,286,1,0.0
S4,287,1,0.0
S4,288,1,0.0
S4,289,1,0.0
S4,290,1,0.0
S4,291,1,0.0
S4,292,1,0.0
S4,293,1,0.0
S4,294,1,0.0
S4,295,1,0.0
S4,296,1,0.0
S4,297,1,0.0
S4,298,1,0.0
S4,299,1,0.0
S4,300,1,0.0
S4,301,1,0.0
S4,302,1,0.0
S4,303,1,0.0
S4,304,1,0.0
S4,305,1,0.0
S4,306,1,0.0
S4,307,1,0.0
S4,308,1,0.0
S4,309,1,0.0
S4,310,1,0.0
S4,311,1,0.0
S4,312,1,0.0
S4,313,1,0.0
S4,314,1,0.0
S4,315,1,0.0
S4,316,1,0.0
S4,317,1,0.0
S4,318,1,0.0
S4,319,1,0.0
S4,320,1,0.0
S4,321,1,0.0
S4,322,1,0.0
S4,323,1,0.0
S4,324,1,0.0
S4,325,1,0.0
S4,326,1,0.0
S4,327,1,0.0
S4,328,1,0.0
S4,329,1,0.0
S4,330,1,0.0
S4,331,1,0.0
S4,332,1,0.0
S4,333,1,0.0
S4,334,1,0.0
S4,335,1,0.0
S4,336,1,0.0
S4,337,1,0.0
S4,338,1,0.0
S4,339,1,0.0
S4,340,1,0.0
S4,341,1,0.0
S4,342,1,0.0
S4,343,1,0.0
S4,344,1,0.0
S4,345,1,0.0
S4,346,1,0.0
S4,347,1,0.0
S4,348,1,0.0
S4,349,1,0.0
S4,350,1,0.0
S4,351,1,0.0
S4,352,1,0.0
S4,353,1,0.0
S4,354,1,0.0
S4,355,1,0.0
S4,356,1,0.0
S4,357,1,0.0
S4,358,1,0.0
S4,359,1,0.0
S4,360,1,0.0
S4,361,1,0.0
S4,362,1,0.0
S4,363,1,0.0
S4,364,1,0.0
S4,365,1,0.0
S4,366,1,0.0
S4,367,1,0.0
S4,368,1,0.0
S4,369,1,0.0
S4,370,1,0.0
S4,371,1,0.0
S4,372,1,0.0
S4,373,1,0.0
S4,374,1,0.0
S4,375,1,0.0
S4,376,1,0.0
S4,377,1,0.0
S4,378,1,0.0
S4,379,1,0.0
S4,380,1,0.0
S4,381,1,0.0
S4,382,1,0.0
S4,383,1,0.0
S4,384,1,0.0
S4,385,1,0.0
S4,386,1,0.0
S4,387,1,0.0
S4,388,1,0.0
S4,389,1,0.0
S4,390,1,0.0
S4,391,1,0.0
S4,392,1,0.0
S4,393,1,0.0
S4,394,1,0.0
S4,395,1,0.0
S4,396,1,0.0
S4,397,1,0.0
S4,398,1,0.0
S4,399,1,0.0
S4,400,1,0.0
S4,401,1,0.0
S4,402,1,0.0
S4,403,1,0.0
S4,404,1,0.0
S4,405,1,0.0
S4,406,1,0.0
S4,407,1,0.0
S4,408,1,0.0
S4,409,1,0.0
S4,410,1,0.0
S4,411,1,0.0
S4,412,1,0.0
S4,413,1,0.0
S4,414,1,0.0
S4,415,1,0.0
S4,416,1,0.0
S4,417,1,0.0
S4,418,1,0.0
S4,419,1,0.0
S4,420,1,0.0
S4,421,1,0.0
S4,422,1,0.0
S4,423,1,0.0
S4,424,1,0.0
S4,425,1,0.0
S4,426,1,0.0
S4,427,1,0.0
S4,428,1,0.0
S4,429,1,0.0
S4,430,1,0.0
S4,431,1,0.0
S4,432,1,0.0
S4,433,1,0.0
S4,434,1,0.0
S4,435,1,0.0
S4,436,1,0.0
S4,437,1,0.0
S4,438,1,0.0
S4,439,1,0.0
S4,440,1,0.0
S4,441,1,0.0
S4,442,1,0.0
S4,443,1,0.0
S4,444,1,0.0
S4,445,1,0.0
S4,446,1,0.0
S4,447,1,0.0
S4,448,1,0.0
S4,449,1,0.0
S4,450,1,0.0
S4,451,1,0.0
S4,452,1,0.0
S4,453,1,0.0
S4,454,1,0.0
S4,455,1,0.0
S4,456,1,0.0
S4,457,1,0.0
S4,458,1,0.0
S4,459,1,0.0
S4,460,1,0.0
S4,461,1,0.0
S4,462,1,0.0
S4,463,1,0.0
S4,464,1,0.0
S4,465,1,0.0
S4,466,1,0.0
S4,467,1,0.0
S4,468,1,0.0
S4,469,1,0.0
S4,470,1,0.0
S4,471,1,0.0
S4,472,1,0.0
S4,473,1,0.0
S4,474,1,0.0
S4,475,1,0.0
S4,476,1,0.0
S4,477,1,0.0
S4,478,1,0.0
S4,479,1,0.0
S4,480,1,0.0
S4,481,1,0.0
S4,482,1,0.0
S4,483,1,0.0
S4,484,1,0.0
S4,485,1,0.0
S4,486,1,0.0
S4,487,1,0.0
S4,488,1,0.0
S4,489,1,0.0
S4,490,1,0.0
S4,491,1,0.0
S4,492,1,0.0
S4,493,1,0.0
S4,494,1,0.0
S4,495,1,0.0
S4,496,1,0.0
S4,497,1,0.0
S4,498,1,0.0
S4,499,1,0.0
S4,500,1,0.0
S4,501,1,0.0
S4,502,1,0.0
S4,503,1,0.0
S4,504,1,0.0
S4,505,1,0.0
S4,506,1,0.0
S4,507,1,0.0
S4,508,1,0.0
S4,509,1,0.0
S4,510,1,0.0
S4,511,1,0.0
S4,512,1,0.0
S4,513,1,0.0
S4,514,1,0.0
S4,515,1,0.0
S4,516,1,0.0
S4,517,1,0.0
S4,518,1,0.0
S4,519,1,0.0
S4,520,1,0.0
S4,521,1,0.0
S4,522,1,0.0
S4,523,1,0.0
S4,524,1,0.0
S4,525,1,0.0
S4,526,1,0.0
S4,527,1,0.0
S4,528,1,0.0
S4,529,1,0.0
S4,530,1,0.0
S4,531,1,0.0
S4,532,1,0.0
S4,533,1,0.0
S4,534,1,0.0
S4,535,1,0.0
S4,536,1,0.0
S4,537,1,0.0
S4,538,1,0.0
S4,539,1,0.0
S4,540,1,0.0
S4,541,1,0.0
S4,542,1,0.0
S4,543,1,0.0
S4,544,1,0.0
S4,545,1,0.0
S4,546,1,0.0
S4,547,1,0.0
S4,548,1,0.0
S4,549,1,0.0
S4,550,1,0.0
S4,551,1,0.0
S4,552,1,0.0
S4,553,1,0.0
S4,554,1,0.0
S4,555,1,0.0
S4,556,1,0.0
S4,557,1,0.0
S4,558,1,0.0
S4,559,1,0.0
S4,560,1,0.0
S4,561,1,0.0
S4,562,1,0.0
S4,563,1,0.0
S4,564,1,0.0
S4,565,1,0.0
S4,566,1,0.0
S4,567,1,0.0
S4,568,1,0.0
S4,569,1,0.0
S4,570,1,0.0
S4,571,1,0.0
S4,572,1,0.0
S4,573,1,0.0
S4,574,1,0.0
S4,575,1,0.0
S4,576,1,0.0
S4,577,0,
S4,578,0,
S4,579,0,
S4,580,0,
S4,581,0,
S4,582,0,
S4,583,0,
S4,584,0,
S4,585,0,
S4,586,0,
S4,587,0,
S4,588,0,
S4,589,0,
S4,590,0,
S4,591,0,
S4,592,0,
S4,593,0,
S4,594,0,
S4,595,5,
S4,596,5,
S4,597,5,
S4,598,5,
S4,599,5,
S4,600,5,
S4,601,5,
S4,602,5,
S4,603,5,
S4,604,5,
S4,605,5,
S4,606,5,
S4,607,5,
S4,608,5,
S4,609,5,
S4,610,5,
S4,611,5,
S4,612,5,
S4,613,5,
S4,614,5,
S4,615,0,
S4,616,0,
S4,617,0,
S4,618,0,
S4,619,0,
S4,620,0,
S4,621,0,
S4,622,0,
S4,623,0,
S4,624,0,
S4,625,0,
S4,626,0,
S4,627,0,
S4,628,0,
S4,629,0,
S4,630,0,
S4,631,0,
S4,632,0,
S4,633,0,
S4,634,0,
S4,635,0,
S4,636,0,
S4,637,0,
S4,638,0,
S4,639,0,
S4,640,0,
S4,641,0,
S4,642,0,
S4,643,0,
S4,644,0,
S4,645,0,
S4,646,0,
S4,647,0,
S4,648,0,
S4,649,0,
S4,650,0,
S4,651,0,
S4,652,0,
S4,653,0,
S4,654,0,
S4,655,0,
S4,656,0,
S4,657,0,
S4,658,0,
S4,659,0,
S4,660,0,
S4,661,0,
S4,662,0,
S4,663,0,
S4,664,0,
S4,665,0,
S4,666,0,
S4,667,0,
S4,668,0,
S4,669,0,
S4,670,0,
S4,671,0,
S4,672,0,
S4,673,0,
S4,674,0,
S4,675,0,
S4,676,0,
S4,677,0,
S4,678,0,
S4,679,0,
S4,680,0,
S4,681,0,
S4,682,0,
S4,683,0,
S4,684,0,
S4,685,0,
S4,686,0,
S4,687,0,
S4,688,0,
S4,689,0,
S4,690,0,
S4,691,0,
S4,692,0,
S4,693,0,
S4,694,0,
S4,695,0,
S4,696,0,
S4,697,0,
S4,698,0,
S4,699,0,
S4,700,0,
S4,701,0,
S4,702,0,
S4,703,0,
S4,704,0,
S4,705,0,
S4,706,0,
S4,707,0,
S4,708,0,
S4,709,0,
S4,710,0,
S4,711,0,
S4,712,0,
S4,713,0,
S4,714,0,
S4,715,0,
S4,716,0,
S4,717,0,
S4,718,0,
S4,719,0,
S4,720,0,
S4,721,0,
S4,722,0,
S4,723,0,
S4,724,0,
S4,725,0,
S4,726,0,
S4,727,0,
S4,728,0,
S4,729,0,
S4,730,0,
S4,731,0,
S4,732,3,0.0
S4,733,3,0.0
S4,734,3,0.0
S4,735,3,0.0
S4,736,3,0.0
S4,737,3,0.0
S4,738,3,0.0
S4,739,3,0.0
S4,740,3,0.0
S4,741,3,0.0
S4,742,3,0.0
S4,743,3,0.0
S4,744,3,0.0
S4,745,3,0.0
S4,746,3,0.0
S4,747,3,0.0
S4,748,3,0.0
S4,749,3,0.0
S4,750,3,0.0
S4,751,3,0.0
S4,752,3,0.0
S4,753,3,0.0
S4,754,3,0.0
S4,755,3,0.0
S4,756,3,0.0
S4,757,3,0.0
S4,758,3,0.0
S4,759,3,0.0
S4,760,3,0.0
S4,761,3,0.0
S4,762,3,0.0
S4,763,3,0.0
S4,764,3,0.0
S4,765,3,0.0
S4,766,3,0.0
S4,767,3,0.0
S4,768,3,0.0
S4,769,3,0.0
S4,770,3,0.0
S4,771,3,0.0
S4,772,3,0.0
S4,773,3,0.0
S4,774,3,0.0
S4,775,3,0.0
S4,776,3,0.0
S4,777,3,0.0
S4,778,3,0.0
S4,779,3,0.0
S4,780,3,0.0
S4,781,3,0.0
S4,782,3,0.0
S4,783,3,0.0
S4,784,3,0.0
S4,785,3,0.0
S4,786,3,0.0
S4,787,3,0.0
S4,788,3,0.0
S4,789,3,0.0
S4,790,3,0.0
S4,791,3,0.0
S4,792,3,0.0
S4,793,3,0.0
S4,794,3,0.0
S4,795,3,0.0
S4,796,3,0.0
S4,797,3,0.0
S4,798,3,0.0
S4,799,3,0.0
S4,800,3,0.0
S4,801,3,0.0
S4,802,3,0.0
S4,803,3,0.0
S4,804,3,0.0
S4,805,3,0.0
S4,806,3,0.0
S4,807,3,0.0
S4,808,3,0.0
S4,809,3,0.0
S4,810,3,0.0
S4,811,3,0.0
S4,812,3,0.0
S4,813,3,0.0
S4,814,3,0.0
S4,815,3,0.0
S4,816,3,0.0
S4,817,3,0.0
S4,818,3,0.0
S4,819,3,0.0
S4,820,3,0.0
S4,821,3,0.0
S4,822,3,0.0
S4,823,3,0.0
S4,824,3,0.0
S4,825,3,0.0
S4,826,3,0.0
S4,827,3,0.0
S4,828,3,0.0
S4,829,3,0.0
S4,830,3,0.0
S4,831,3,0.0
S4,832,3,0.0
S4,833,3,0.0
S4,834,3,0.0
S4,835,3,0.0
S4,836,3,0.0
S4,837,3,0.0
S4,838,3,0.0
S4,839,3,0.0
S4,840,3,0.0
S4,841,3,0.0
S4,842,3,0.0
S4,843,3,0.0
S4,844,3,0.0
S4,845,3,0.0
S4,846,3,0.0
S4,847,3,0.0
S4,848,3,0.0
S4,849,3,0.0
S4,850,3,0.0
S4,851,3,0.0
S4,852,3,0.0
S4,853,3,0.0
S4,854,3,0.0
S4,855,3,0.0
S4,856,3,0.0
S4,857,3,0.0
S4,858,3,0.0
S4,859,3,0.0
S4,860,3,0.0
S4,861,3,0.0
S4,862,3,0.0
S4,863,3,0.0
S4,864,3,0.0
S4,865,3,0.0
S4,866,3,0.0
S4,867,3,0.0
S4,868,3,0.0
S4,869,3,0.0
S4,870,3,0.0
S4,871,3,0.0
S4,872,3,0.0
S4,873,3,0.0
S4,874,3,0.0
S4,875,3,0.0
S4,876,3,0.0
S4,877,3,0.0
S4,878,3,0.0
S4,879,3,0.0
S4,880,3,0.0
S4,881,0,
S4,882,0,
S4,883,0,
S4,884,0,
S4,885,0,
S4,886,0,
S4,887,0,
S4,888,0,
S4,889,0,
S4,890,0,
S4,891,0,
S4,892,0,
S4,893,0,
S4,894,0,
S4,895,0,
S4,896,0,
S4,897,0,
S4,898,0,
S4,899,0,
S4,900,0,
S4,901,0,
S4,902,0,
S4,903,0,
S4,904,0,
S4,905,0,
S4,906,0,
S4,907,0,
S4,908,0,
S4,909,0,
S4,910,0,
S4,911,0,
S4,912,0,
S4,913,0,
S4,914,0,
S4,915,0,
S4,916,0,
S4,917,0,
S4,918,0,
S4,919,0,
S4,920,0,
S4,921,0,
S4,922,0,
S4,923,0,
S4,924,0,
S4,925,0,
S4,926,0,
S4,927,0,
S4,928,0,
S4,929,0,
S4,930,0,
S4,931,0,
S4,932,0,
S4,933,0,
S4,934,0,
S4,935,0,
S4,936,0,
S4,937,0,
S4,938,0,
S4,939,0,
S4,940,0,
S4,941,0,
S4,942,0,
S4,943,0,
S4,944,0,
S4,945,0,
S4,946,0,
S4,947,0,
S4,948,0,
S4,949,0,
S4,950,0,
S4,951,0,
S4,952,0,
S4,953,0,
S4,954,0,
S4,955,0,
S4,956,0,
S4,957,0,
S4,958,0,
S4,959,0,
S4,960,0,
S4,961,0,
S4,962,0,
S4,963,0,
S4,964,0,
S4,965,0,
S4,966,0,
S4,967,0,
S4,968,0,
S4,969,0,
S4,970,0,
S4,971,0,
S4,972,0,
S4,973,0,
S4,974,0,
S4,975,0,
S4,976,0,
S4,977,0,
S4,978,0,
S4,979,7,
S4,980,7,
S4,981,7,
S4,982,7,
S4,983,7,
S4,984,7,
S4,985,7,
S4,986,7,
S4,987,7,
S4,988,7,
S4,989,7,
S4,990,7,
S4,991,7,
S4,992,7,
S4,993,7,
S4,994,7,
S4,995,7,
S4,996,7,
S4,997,7,
S4,998,7,
S4,999,7,
S4,1000,0,
S4,1001,0,
S4,1002,0,
S4,1003,0,
S4,1004,0,
S4,1005,0,
S4,1006,0,
S4,1007,0,
S4,1008,0,
S4,1009,0,
S4,1010,0,
S4,1011,0,
S4,1012,0,
S4,1013,0,
S4,1014,0,
S4,1015,0,
S4,1016,0,
S4,1017,0,
S4,1018,0,
S4,1019,0,
S4,1020,0,
S4,1021,0,
S4,1022,0,
S4,1023,0,
S4,1024,0,
S4,1025,0,
S4,1026,0,
S4,1027,0,
S4,1028,0,
S4,1029,0,
S4,1030,0,
S4,1031,0,
S4,1032,0,
S4,1033,0,
S4,1034,0,
S4,1035,0,
S4,1036,0,
S4,1037,0,
S4,1038,0,
S4,1039,0,
S4,1040,0,
S4,1041,0,
S4,1042,0,
S4,1043,0,
S4,1044,0,
S4,1045,0,
S4,1046,0,
S4,1047,0,
S4,1048,0,
S4,1049,0,
S4,1050,0,
S4,1051,0,
S4,1052,0,
S4,1053,0,
S4,1054,0,
S4,1055,0,
S4,1056,0,
S4,1057,0,
S4,1058,0,
S4,1059,0,
S4,1060,0,
S4,1061,0,
S4,1062,0,
S4,1063,0,
S4,1064,0,
S4,1065,0,
S4,1066,0,
S4,1067,0,
S4,1068,0,
S4,1069,0,
S4,1070,0,
S4,1071,0,
S4,1072,0,
S4,1073,0,
S4,1074,4,
S4,1075,4,
S4,1076,4,
S4,1077,4,
S4,1078,4,
S4,1079,4,
S4,1080,4,
S4,1081,4,
S4,1082,4,
S4,1083,4,
S4,1084,4,
S4,1085,4,
S4,1086,4,
S4,1087,4,
S4,1088,4,
S4,1089,4,
S4,1090,4,
S4,1091,4,
S4,1092,4,
S4,1093,4,
S4,1094,4,
S4,1095,4,
S4,1096,4,
S4,1097,4,
S4,1098,4,
S4,1099,4,
S4,1100,4,
S4,1101,4,
S4,1102,4,
S4,1103,4,
S4,1104,4,
S4,1105,4,
S4,1106,4,
S4,1107,4,
S4,1108,4,
S4,1109,4,
S4,1110,4,
S4,1111,4,
S4,1112,4,
S4,1113,4,
S4,1114,4,
S4,1115,4,
S4,1116,4,
S4,1117,4,
S4,1118,4,
S4,1119,4,
S4,1120,4,
S4,1121,4,
S4,1122,4,
S4,1123,4,
S4,1124,4,
S4,1125,4,
S4,1126,4,
S4,1127,4,
S4,1128,4,
S4,1129,4,
S4,1130,4,
S4,1131,4,
S4,1132,4,
S4,1133,4,
S4,1134,4,
S4,1135,4,
S4,1136,4,
S4,1137,4,
S4,1138,4,
S4,1139,4,
S4,1140,4,
S4,1141,4,
S4,1142,4,
S4,1143,4,
S4,1144,4,
S4,1145,4,
S4,1146,4,
S4,1147,4,
S4,1148,4,
S4,1149,4,
S4,1150,4,
S4,1151,4,
S4,1152,4,
S4,1153,4,
S4,1154,4,
S4,1155,4,
S4,1156,4,
S4,1157,4,
S4,1158,4,
S4,1159,4,
S4,1160,4,
S4,1161,4,
S4,1162,4,
S4,1163,4,
S4,1164,4,
S4,1165,4,
S4,1166,4,
S4,1167,4,
S4,1168,4,
S4,1169,4,
S4,1170,4,
S4,1171,4,
S4,1172,4,
S4,1173,4,
S4,1174,4,
S4,1175,4,
S4,1176,4,
S4,1177,4,
S4,1178,4,
S4,1179,4,
S4,1180,4,
S4,1181,4,
S4,1182,4,
S4,1183,4,
S4,1184,4,
S4,1185,4,
S4,1186,4,
S4,1187,4,
S4,1188,4,
S4,1189,4,
S4,1190,4,
S4,1191,4,
S4,1192,4,
S4,1193,4,
S4,1194,4,
S4,1195,4,
S4,1196,4,
S4,1197,4,
S4,1198,4,
S4,1199,4,
S4,1200,4,
S4,1201,4,
S4,1202,4,
S4,1203,4,
S4,1204,4,
S4,1205,4,
S4,1206,4,
S4,1207,4,
S4,1208,4,
S4,1209,4,
S4,1210,4,
S4,1211,4,
S4,1212,4,
S4,1213,4,
S4,1214,4,
S4,1215,4,
S4,1216,4,
S4,1217,4,
S4,1218,4,
S4,1219,4,
S4,1220,4,
S4,1221,4,
S4,1222,4,
S4,1223,4,
S4,1224,4,
S4,1225,4,
S4,1226,4,
S4,1227,4,
S4,1228,4,
S4,1229,4,
S4,1230,4,
S4,1231,4,
S4,1232,4,
S4,1233,4,
S4,1234,4,
S4,1235,4,
S4,1236,4,
S4,1237,0,
S4,1238,0,
S4,1239,0,
S4,1240,0,
S4,1241,0,
S4,1242,0,
S4,1243,0,
S4,1244,0,
S4,1245,0,
S4,1246,0,
S4,1247,0,
S4,1248,0,
S4,1249,0,
S4,1250,0,
S4,1251,0,
S4,1252,0,
S4,1253,0,
S4,1254,0,
S4,1255,0,
S4,1256,0,
S4,1257,0,
S4,1258,0,
S4,1259,0,
S4,1260,0,
S4,1261,0,
S4,1262,0,
S4,1263,0,
S4,1264,0,
S4,1265,0,
S4,1266,0,
S4,1267,0,
S4,1268,0,
S4,1269,0,
S4,1270,0,
S4,1271,0,
S4,1272,0,
S4,1273,0,
S4,1274,0,
S4,1275,0,
S4,1276,0,
S4,1277,0,
S4,1278,0,
S4,1279,0,
S4,1280,0,
S4,1281,0,
S4,1282,0,
S4,1283,0,
S4,1284,0,
S4,1285,0,
S4,1286,0,
S4,1287,0,
S4,1288,0,
S4,1289,0,
S4,1290,0,
S4,1291,0,
S4,1292,0,
S4,1293,0,
S4,1294,0,
S4,1295,0,
S4,1296,0,
S4,1297,0,
S4,1298,0,
S4,1299,0,
S4,1300,0,
S4,1301,0,
S4,1302,0,
S4,1303,0,
S4,1304,0,
S4,1305,0,
S4,1306,0,
S4,1307,0,
S4,1308,0,
S4,1309,0,
S4,1310,0,
S4,1311,0,
S4,1312,0,
S4,1313,0,
S4,1314,0,
S4,1315,0,
S4,1316,0,
S4,1317,0,
S4,1318,0,
S4,1319,0,
S4,1320,0,
S4,1321,0,
S4,1322,0,
S4,1323,0,
S4,1324,0,
S4,1325,0,
S4,1326,0,
S4,1327,0,
S4,1328,0,
S4,1329,0,
S4,1330,0,
S4,1331,0,
S4,1332,0,
S4,1333,0,
S4,1334,0,
S4,1335,0,
S4,1336,0,
S4,1337,0,
S4,1338,0,
S4,1339,0,
S4,1340,0,
S4,1341,0,
S4,1342,0,
S4,1343,0,
S4,1344,0,
S4,1345,0,
S4,1346,0,
S4,1347,0,
S4,1348,0,
S4,1349,0,
S4,1350,0,
S4,1351,0,
S4,1352,0,
S4,1353,0,
S4,1354,0,
S4,1355,0,
S4,1356,0,
S4,1357,0,
S4,1358,0,
S4,1359,0,
S4,1360,0,
S4,1361,0,
S4,1362,0,
S4,1363,0,
S4,1364,0,
S4,1365,0,
S4,1366,0,
S4,1367,0,
S4,1368,0,
S4,1369,0,
S4,1370,0,
S4,1371,0,
S4,1372,0,
S4,1373,0,
S4,1374,0,
S4,1375,0,
S4,1376,0,
S4,1377,0,
S4,1378,0,
S4,1379,0,
S4,1380,0,
S4,1381,0,
S4,1382,0,
S4,1383,0,
S4,1384,0,
S4,1385,0,
S4,1386,0,
S4,1387,0,
S4,1388,0,
S4,1389,0,
S4,1390,0,
S4,1391,0,
S4,1392,0,
S4,1393,0,
S4,1394,0,
S4,1395,0,
S4,1396,0,
S4,1397,0,
S4,1398,0,
S4,1399,0,
S4,1400,0,
S4,1401,0,
S4,1402,0,
S4,1403,0,
S4,1404,0,
S4,1405,0,
S4,1406,0,
S4,1407,0,
S4,1408,0,
S4,1409,0,
S4,1410,0,
S4,1411,0,
S4,1412,0,
S4,1413,0,
S4,1414,0,
S4,1415,0,
S4,1416,0,
S4,1417,0,
S4,1418,0,
S4,1419,0,
S4,1420,0,
S4,1421,0,
S4,1422,0,
S4,1423,0,
S4,1424,0,
S4,1425,0,
S4,1426,0,
S4,1427,0,
S4,1428,0,
S4,1429,0,
S4,1430,0,
S4,1431,0,
S4,1432,0,
S4,1433,0,
S4,1434,0,
S4,1435,0,
S4,1436,0,
S4,1437,0,
S4,1438,0,
S4,1439,0,
S4,1440,0,
S4,1441,0,
S4,1442,0,
S4,1443,0,
S4,1444,0,
S4,1445,2,1.0
S4,1446,2,1.0
S4,1447,2,1.0
S4,1448,2,1.0
S4,1449,2,1.0
S4,1450,2,1.0
S4,1451,2,1.0
S4,1452,2,1.0
S4,1453,2,1.0
S4,1454,2,1.0
